user_id,group,converted
1,A,0
2,A,1
3,A,0
4,A,0
5,A,0
6,A,0
7,A,0
8,A,0
9,A,0
10,A,0
11,A,0
12,A,1
13,A,0
14,A,0
15,A,0
16,A,0
17,A,0
18,A,0
19,A,0
20,A,0
21,A,0
22,A,0
23,A,0
24,A,0
25,A,0
26,A,0
27,A,0
28,A,0
29,A,0
30,A,0
31,A,0
32,A,0
33,A,0
34,A,1
35,A,1
36,A,0
37,A,0
38,A,0
39,A,0
40,A,0
41,A,0
42,A,0
43,A,0
44,A,1
45,A,0
46,A,0
47,A,0
48,A,0
49,A,0
50,A,0
51,A,1
52,A,0
53,A,1
54,A,0
55,A,0
56,A,1
57,A,0
58,A,0
59,A,0
60,A,0
61,A,0
62,A,0
63,A,0
64,A,0
65,A,0
66,A,0
67,A,0
68,A,0
69,A,0
70,A,1
71,A,0
72,A,0
73,A,0
74,A,0
75,A,0
76,A,0
77,A,0
78,A,0
79,A,0
80,A,0
81,A,0
82,A,0
83,A,0
84,A,0
85,A,0
86,A,0
87,A,0
88,A,0
89,A,0
90,A,0
91,A,0
92,A,0
93,A,0
94,A,0
95,A,0
96,A,0
97,A,0
98,A,0
99,A,0
100,A,0
101,A,0
102,A,0
103,A,0
104,A,0
105,A,1
106,A,0
107,A,0
108,A,0
109,A,0
110,A,0
111,A,0
112,A,0
113,A,1
114,A,0
115,A,0
116,A,0
117,A,0
118,A,0
119,A,0
120,A,0
121,A,0
122,A,0
123,A,0
124,A,0
125,A,0
126,A,0
127,A,0
128,A,0
129,A,0
130,A,0
131,A,0
132,A,0
133,A,0
134,A,0
135,A,1
136,A,0
137,A,0
138,A,0
139,A,0
140,A,1
141,A,1
142,A,0
143,A,0
144,A,0
145,A,0
146,A,0
147,A,0
148,A,0
149,A,0
150,A,0
151,A,1
152,A,0
153,A,0
154,A,0
155,A,1
156,A,0
157,A,0
158,A,0
159,A,0
160,A,0
161,A,0
162,A,0
163,A,0
164,A,0
165,A,0
166,A,0
167,A,0
168,A,0
169,A,0
170,A,0
171,A,0
172,A,0
173,A,0
174,A,0
175,A,0
176,A,0
177,A,0
178,A,0
179,A,1
180,A,0
181,A,0
182,A,0
183,A,1
184,A,0
185,A,0
186,A,0
187,A,0
188,A,0
189,A,0
190,A,0
191,A,0
192,A,0
193,A,1
194,A,0
195,A,0
196,A,0
197,A,0
198,A,0
199,A,0
200,A,0
201,A,0
202,A,0
203,A,0
204,A,0
205,A,0
206,A,0
207,A,0
208,A,0
209,A,0
210,A,0
211,A,0
212,A,0
213,A,0
214,A,0
215,A,0
216,A,0
217,A,0
218,A,0
219,A,0
220,A,0
221,A,0
222,A,0
223,A,0
224,A,0
225,A,0
226,A,0
227,A,1
228,A,0
229,A,0
230,A,0
231,A,0
232,A,0
233,A,0
234,A,0
235,A,0
236,A,0
237,A,0
238,A,0
239,A,0
240,A,0
241,A,1
242,A,1
243,A,1
244,A,0
245,A,0
246,A,1
247,A,0
248,A,1
249,A,1
250,A,0
251,A,0
252,A,0
253,A,0
254,A,0
255,A,0
256,A,0
257,A,1
258,A,0
259,A,0
260,A,0
261,A,0
262,A,1
263,A,0
264,A,0
265,A,0
266,A,0
267,A,0
268,A,0
269,A,0
270,A,0
271,A,0
272,A,0
273,A,0
274,A,1
275,A,0
276,A,0
277,A,0
278,A,0
279,A,0
280,A,0
281,A,0
282,A,0
283,A,0
284,A,0
285,A,0
286,A,0
287,A,0
288,A,0
289,A,0
290,A,0
291,A,0
292,A,0
293,A,0
294,A,0
295,A,0
296,A,0
297,A,0
298,A,0
299,A,0
300,A,0
301,A,0
302,A,0
303,A,0
304,A,0
305,A,0
306,A,1
307,A,0
308,A,0
309,A,0
310,A,0
311,A,0
312,A,0
313,A,0
314,A,1
315,A,0
316,A,0
317,A,0
318,A,0
319,A,0
320,A,0
321,A,0
322,A,0
323,A,0
324,A,0
325,A,1
326,A,0
327,A,0
328,A,0
329,A,0
330,A,0
331,A,0
332,A,0
333,A,0
334,A,0
335,A,0
336,A,0
337,A,0
338,A,0
339,A,0
340,A,0
341,A,0
342,A,0
343,A,0
344,A,0
345,A,0
346,A,0
347,A,0
348,A,0
349,A,0
350,A,0
351,A,0
352,A,0
353,A,0
354,A,0
355,A,0
356,A,0
357,A,0
358,A,0
359,A,1
360,A,0
361,A,0
362,A,0
363,A,0
364,A,0
365,A,1
366,A,0
367,A,1
368,A,1
369,A,0
370,A,0
371,A,0
372,A,0
373,A,0
374,A,0
375,A,0
376,A,0
377,A,0
378,A,0
379,A,0
380,A,0
381,A,0
382,A,0
383,A,0
384,A,0
385,A,0
386,A,0
387,A,0
388,A,0
389,A,0
390,A,0
391,A,1
392,A,0
393,A,0
394,A,0
395,A,0
396,A,1
397,A,0
398,A,0
399,A,0
400,A,0
401,A,0
402,A,1
403,A,0
404,A,0
405,A,0
406,A,0
407,A,0
408,A,0
409,A,1
410,A,0
411,A,0
412,A,1
413,A,1
414,A,0
415,A,0
416,A,0
417,A,0
418,A,0
419,A,0
420,A,0
421,A,0
422,A,0
423,A,0
424,A,0
425,A,0
426,A,0
427,A,0
428,A,0
429,A,0
430,A,0
431,A,0
432,A,0
433,A,0
434,A,0
435,A,0
436,A,0
437,A,0
438,A,0
439,A,0
440,A,0
441,A,0
442,A,1
443,A,0
444,A,0
445,A,0
446,A,1
447,A,1
448,A,0
449,A,0
450,A,0
451,A,0
452,A,0
453,A,0
454,A,1
455,A,0
456,A,0
457,A,0
458,A,0
459,A,0
460,A,0
461,A,0
462,A,0
463,A,0
464,A,0
465,A,1
466,A,0
467,A,0
468,A,0
469,A,0
470,A,1
471,A,0
472,A,1
473,A,0
474,A,0
475,A,0
476,A,1
477,A,0
478,A,0
479,A,1
480,A,0
481,A,0
482,A,0
483,A,0
484,A,0
485,A,0
486,A,1
487,A,0
488,A,0
489,A,1
490,A,0
491,A,0
492,A,0
493,A,0
494,A,0
495,A,0
496,A,0
497,A,0
498,A,0
499,A,1
500,A,1
501,A,0
502,A,0
503,A,0
504,A,0
505,A,0
506,A,0
507,A,1
508,A,0
509,A,1
510,A,0
511,A,0
512,A,0
513,A,1
514,A,0
515,A,0
516,A,0
517,A,0
518,A,0
519,A,1
520,A,0
521,A,0
522,A,0
523,A,1
524,A,0
525,A,0
526,A,0
527,A,0
528,A,0
529,A,0
530,A,0
531,A,0
532,A,1
533,A,1
534,A,0
535,A,0
536,A,1
537,A,0
538,A,0
539,A,0
540,A,0
541,A,1
542,A,0
543,A,0
544,A,0
545,A,0
546,A,0
547,A,0
548,A,0
549,A,0
550,A,0
551,A,0
552,A,0
553,A,0
554,A,0
555,A,0
556,A,0
557,A,0
558,A,0
559,A,0
560,A,0
561,A,0
562,A,0
563,A,0
564,A,0
565,A,0
566,A,0
567,A,0
568,A,0
569,A,1
570,A,0
571,A,0
572,A,0
573,A,0
574,A,0
575,A,0
576,A,1
577,A,0
578,A,1
579,A,0
580,A,0
581,A,0
582,A,1
583,A,0
584,A,0
585,A,0
586,A,0
587,A,0
588,A,0
589,A,0
590,A,0
591,A,0
592,A,0
593,A,0
594,A,0
595,A,0
596,A,0
597,A,0
598,A,0
599,A,0
600,A,0
601,A,0
602,A,0
603,A,0
604,A,0
605,A,0
606,A,0
607,A,0
608,A,0
609,A,0
610,A,0
611,A,0
612,A,0
613,A,0
614,A,0
615,A,0
616,A,1
617,A,0
618,A,0
619,A,0
620,A,0
621,A,0
622,A,0
623,A,0
624,A,0
625,A,0
626,A,0
627,A,0
628,A,0
629,A,0
630,A,0
631,A,0
632,A,0
633,A,0
634,A,0
635,A,0
636,A,0
637,A,0
638,A,0
639,A,0
640,A,0
641,A,0
642,A,0
643,A,0
644,A,0
645,A,0
646,A,0
647,A,0
648,A,0
649,A,0
650,A,0
651,A,0
652,A,0
653,A,0
654,A,0
655,A,0
656,A,0
657,A,0
658,A,0
659,A,0
660,A,0
661,A,0
662,A,1
663,A,0
664,A,0
665,A,0
666,A,0
667,A,0
668,A,0
669,A,0
670,A,0
